,cmp,Publication.numbers,Title,English.abstract,Main.IPC.Code,category,concept,max_TFIDF
403,cmp,"WO2008076199
US2008153398
WO2008076199
TW200837823
CN101557904
TWI356449","
Cmp pad conditioners and associated methods","
A method of reducing a degree of compression of a CMP pad during conditioning of the CMP pad comprises engaging the CMP pad with at least one superhard cutting element, the cutting element including a cutting face, the cutting face being angled at 90 degrees or less relative to a finished surface of the CMP pad; and moving the CMP pad and the cutting element relative to one another in a direction resulting in removal of material from the CMP pad with the cutting face to thereby condition the CMP pad.",H01L-021/304,Pad,cmp pad,0.050202775
404,cmp,JP2009004727,"
Cmp abrasive for semiconductor insulating film, and substrate polishing method","
PROBLEM TO BE SOLVED: To provide abrasives capable of polishing the surface to be polished of an SiO<SB>2</SB>insulating film, or the like, at a high speed, without causing scratching on the surface, and to provide a substrate polishing method.
SOLUTION: In the CMP (chemical-mechanical polishing) abrasives for a semiconductor insulating film containing cerium oxide grain, an acetal resin, a dispersant and water, a particle diameter of D50 volume percent of the cerium oxide grain is 50 to 300 nm, and a grain diameter of D99 volume percent is 200 to 1000 nm.In addition, the maximum particle diameter of the acetal resin is 1 £gm or smaller.
COPYRIGHT: (C)2009,JPO&INPIT",H01L-021/304,Slurry,abras semiconductor insul,0.095154977
405,cmp,"CN101220255
CN101220255","
Chemical mechanical grinding fluid and chemical mechanical planarization method","
The invention relates to a chemical and mechanical lapping slurry, in particular to a chemical and mechanical lapping slurry which is capable of removing copper on a piece of design wafer, including an acid, a surfactant, a water-based medium, and a plurality of silicon dioxide lapping particles containing potassium, wherein the surfaces of the particles are modified by a surface electrical property modifier; by means of the structure of the lapped particles, compared with lapping slurry adopted by general industry, the lapping slurry has the advantages that damages of a tantalum nitride barrier to the lapped design wafer can be further avoided; copper covered on the barrier can be stripped more thoroughly; sunken degree formed on the lapped surface of the wafer is less; the whole efficacy is excellent and in accordance with requirements of the industry; besides, a chemical and mechanical flattening method is provided, namely, leading a piece of wafer to be contacted with a polishing pad, conveying the chemical and mechanical lapping slurry containing a plurality of the silicon dioxide lapping particles to the wafer and the polishing pad, and flattening at least partial surface ofthe wafer.",C09K-003/14,Slurry,polish slurri character,0.091889846
406,cmp,US2009104863,"
Pad conditioner for chemical mechanical polishing","
A pad conditioner for chemical mechanical polishing includes a dressing component for conditioning a pad and a housing for accommodating the dressing component.The housing includes at least one fluid hole surrounding the dressing component for providing at least a fluid.",B24B-053/02,Dresser,dress compon,0.163877664
407,cmp,JP2009094430,"
Polishing composition for cmp","
PROBLEM TO BE SOLVED: To provide a polishing composition for metal CMP excellent in non-selectivity and flatness in the second stage polishing of CMP, especially the CMP in copper-based wiring formation by a damascene process.
SOLUTION: The polishing composition for the CMP contains polishing abrasive grains of 0.1 to 20 mass%, water dispersion type polyurethane of 0.001 to 10 mass%, oxidant of 0.01 to 10 mass%, organic acid or salt of the organic acid of 0.01 to 10 mass%, and a water-soluble salt compound of 0.01 to 10 mass%.
COPYRIGHT: (C)2009,JPO&INPIT",H01L-021/304,Slurry,organ acid,0.03932406
408,cmp,"KR20090036987
TW200916546
WO2009048203
US2009095939
KR100949250
EP2212397
CN101821354
JP2011501406
TWI366591
EP2212397
CN101821354
JP5563465","
Slurry composition for chemical mechanical polishing of metal and polishing method using the same","
Provided is a slurry composition for chemical mechanical polishing (CMP) of a metal.The slurry composition comprises a copolymer whose average molecular weight is from about 600,000 to about 1,300,000 and whose monomers are acrylic acid and acrylamide in a molar ratio of about 1:30 to about 30:1.The slurry composition exhibits a non-Prestonian behavior to achieve minimized dishing and attain a high degree of planarization.
 (From US2009095939 A1)",H01L-021/304,Slurry,slurri precursor,0.123698928
409,cmp,JP2008118112,"
Polishing solution for cmp and polishing method of substrate","
PROBLEM TO BE SOLVED: To provide a polishing solution for CMP which can highly planarize a substrate without reducing a polishing speed at the formation of buried wiring of a metal film by CMP method, and can inhibit dishing and erosion, and to provide a polishing method of substrates.
SOLUTION: A polishing solution for CMP used to polish one or more selected from the group consisting of tungsten, tungsten nitride, tungsten alloy and other tungsten compounds comprises an abrasive grain, metal oxidant, a metal oxide resolvent, a metal anticorrosive, and water, wherein the metal anticorrosive comprises a compound having an imidazole skeleton.A process of polishing a substrate to form a conductor-buried wiring in a semiconductor integrated circuit comprises causing a relative movement between a polishing table and a substrate in a state that the substrate having a conductor deposition film and a barrier metal film beneath is pressed onto the polishing fabric, while supplying the polishing solution onto the polishing fabric on the polishing table, and continuously polishing the conductor deposition film and the barrier metal film.
COPYRIGHT: (C)2008,JPO&INPIT",H01L-021/304,Slurry,grind liquid cmp,0.024273692
410,cmp,"WO2008032794
TW200823282
KR20090057249
EP2090400
CN101511538
US2010015806
EP2090400
JP5186707","
Cmp polishing agent, additive solution for cmp polishing agent, and method for polishing substrate by using the polishing agent and the additive solution","
The invention relates to a CMP polishing slurry containing cerium oxide particles, a dispersing agent, a water-soluble polymer and water, wherein the water-soluble polymer includes a polymer obtained by polymerizing a monomer including at least one of a carboxylic acid having an unsaturated double bond and a salt thereof, using a reducing inorganic acid salt and oxygen as a redox polymerization initiator; an additive liquid for CMP polishing slurry; and substrate-polishing processes using the same.This makes it possible to polish a silicon oxide film effectively in a CMP technique for planarizing an interlayer dielectric, a BPSG film or a shallow trench isolating insulated film.",H01L-021/304,Slurry,cmp polish slurri,0.116565384
411,cmp,JP2009065041,"
Composition for chemical mechanical polishing containing fine fiber cellulose and/or its complex","
PROBLEM TO BE SOLVED: To provide a composition for chemical mechanical polishing which reduces occurrence of defects of a polishing surface by improving dispersion property and providing chelate capability.
SOLUTION: The composition for chemical mechaninical polishing contains 0.01 to 3 wt.% of fine fiber cellulose having a 0.5 £gm to 1 mm length (major radius), a 2 nm to 60 £gm width (minor radius) and a 5-400 ratio of length to width (major radius to minor radius).
COPYRIGHT: (C)2009,JPO&INPIT",H01L-021/304,Process,highmolecular,0.022732134
412,cmp,"US2008096470
TW200819524
US8167684
TWI364451
US2012270401
US8557006","
Chemical mechanical polishing slurry, its preparation method and use for the same","
A chemical mechanical polishing slurry for polishing a copper layer without excessively or destructively polishing a barrier layer beneath the copper layer is disclosed and includes an acid, a surfactant, and a silica sol having silica polishing particles that are surface modified with a surface charge modifier and that have potassium ions attached thereto.A method for preparing the chemical mechanical polishing slurry and a chemical mechanical polishing method using the chemical mechanical polishing slurry are also disclosed.",C09G-001/02,Slurry,alkal silic acid,0.058908487
413,cmp,JP2009054796,"
Metal polishing liquid and chemical mechanical polishing method","
PROBLEM TO BE SOLVED: To provide a metal polishing liquid allowing a high polishing rate to be obtained in polishing an object to be polished (wafer) and suppressing a reduction in the polishing rate by the lapse of time, and provide a chemical mechanical polishing method using the same.
SOLUTION: There is formed a metal polishing liquid that is used for chemical mechanical polishing in a semiconductor device manufacturing process and characterized by containing an amino acid derivative represented by general formula (I), a heteroaromatic ring compound, an abrasive grain, an oxidizing agent, and a metal chelating agent.In the general formula (I), R<SP>1</SP>represents an alkyl group having 1-4 carbon atoms, and R<SP>2</SP>represents an alkylene group having 1-3 carbon atoms.
COPYRIGHT: (C)2009,JPO&INPIT",H01L-021/304,Slurry,grind liquid metal,0.050971189
414,cmp,"US2009036041
JP2009028874","
Cmp pad dresser and cmp apparatus using the same","
A CMP pad dresser for dressing a polishing pad of a CMP apparatus is provided with a dressing pad having abrasive grains, a purified water supply unit provided to an external periphery of the dressing pad, and a drive mechanism for sliding the dressing pad in a radial direction of the polishing pad.The dressing pad is slidable to the outer side of the polishing pad.The purified water supply unit supply purified water at a prescribed pressure so that particles of abrasive grains that are dislodged from the dresser accumulate in the dressing pad.",B24B-053/12,Pad,dress pad,0.134548997
415,cmp,"WO2008008711
WO2008008711","
Ion exchange treatment of chemical mechanical polishing slurry","
A CMP slurry (408) is treated by ion exchange (82) in a CMP slurry treatment apparatus (100) which can accept slurries containing particles of metals and other abrasion byproducts.The apparatus comprises an ion exchange column (82) comprising a tank which contains a resin bed of resin beads that extract the hazardous materials, such as metals like copper, from the CMP slurry passed through the tank.",B01D-015/00,Slurry,slurri,0.032641906
416,cmp,"WO2008004579
TW200818296
KR20090018201
CN101484276
US2009209104
CN101484276
KR20120002624
JP5012800
KR20130027057
US8778217","
Polishing liquid for cmp and polishing method","
Disclosed is a polishing liquid for CMP which enables to continuously polish a barrier layer, a wiring metal layer and an interlayer insulating film, while suppressing formation of a hollow due to excessive polishing of the interlayer insulating film near the wiring metal layer.Specifically disclosed is a polishing liquid for CMP, which contains abrasive grains, an acid, a tolyltriazole compound represented by the general formula (I) below and water. , R<SUP>1</SUP>s independently represent an alkylene group having 1-4 carbon atoms, and R<SUP>2</SUP> represents an alkylene group having 1-4 carbon atoms.)",C09K-013/06,Slurry,liquid cmp,0.043063619
417,cmp,JP2008300401,"
Polishing liquid for cmp, and method of polishing base using the same","
PROBLEM TO BE SOLVED: To provide a polishing liquid for CMP that can achieve high planarization and can prevent dishing and erosion when an embedded wiring in a metal film is formed by CMP method, and to provide a method of polishing a base (substrate) using the same.
SOLUTION: The polishing liquid for CMP contains abrasive grains, a metal oxidant, a metal oxide resolvent, a metal anti-corrosion agent, and water, and the metal anti-corrosion agent contains both a compound having an imidazole skeleton and a compound having a triazole skeleton.In the method of polishing a base wherein a conductor embedded wiring is formed in a semiconductor integrated circuit, a polishing liquid for CMP is supplied onto a polishing cloth of a polishing table, a metal to be polished and a substrate having a barrier metal film thereunder are pressed down, and the polishing table and the same are relatively moved to continuously polish the metal and the barrier metal film thereunder.
COPYRIGHT: (C)2009,JPO&INPIT",H01L-021/304,Slurry,liquid cmp,0.027023179
418,cmp,JP2008288537,"
Polishing solution for metal and chemical mechanical polishing method","
PROBLEM TO BE SOLVED: To provide a polishing solution for metal having a quick copper polishing speed and good copper/tantalum polish selectivity and capable of enhancing planarity by reducing the dishing.
SOLUTION: The polishing solution for metal used for chemical mechanical polishing in the wiring process of a semiconductor device contains (A) an oxidizing agent, (B) an organic acid, (C) abrasive grains and (D) a trivalent iron compound in the range of 0.1 ppb-50 ppm.
COPYRIGHT: (C)2009,JPO&INPIT",H01L-021/304,Slurry,organ acid abras,0.049367753
419,cmp,"US2008283932
US7709349","
Semiconductor device manufactured using a gate silicidation involving a disposable chemical/mechanical polishing stop layer","
In one aspect, there is provided a method of manufacturing a semiconductor device that comprises placing a blocking layer, a CMP stop layer and a bulk oxide layer over an oxide cap layer that is located over gate structures and source/drains located adjacent thereto.The bulk oxide layer and the CMP stop layer are removed with a CMP process to expose the top of gate electrodes and are removed from over the source/drain areas with a wet etch.The CMP stop layer has a CMP removal rate that is less than a CMP removal rate of the bulk oxide layer and has a wet etch removal rate that is greater than a wet etch removal rate of the blocking layer.",H01L-021/76,Process,layer time greater,0.011730335
420,cmp,US2008274618,"
Polishing composition and method for high selectivity polysilicon cmp","
The present invention provides a polishing composition and a method for removing polysilicon in preference to silicon dioxide, silicate glasses and/or silicon nitride via chemical-mechanical polishing during semiconductor device fabrication.In a preferred embodiment, the polishing composition includes an aqueous dispersion of ceria abrasive particles, from about 0.005% to about 0.15% by weight of a polyethyleneimine and a sufficient amount of an acid to adjust the pH of the polishing composition within the range of from about 4.7 to about 5.1.The polishing composition can be used to remove polysilicon via CMP at removal rates that are acceptable in semiconductor device fabrication applications while simultaneously suppressing the rate at which silicon dioxide, silicate glasses and silicon nitride are removed.",H01L-021/304,Process,polyethyleneimin molecular,0.026839673
421,cmp,"CN101295644
US2008264901","
Chemical Mechanical Polishing Process for Planarizing Copper Surface","
Disclosed is a chemical mechanical polishing planarization method for copper surface, including the following steps: depositing a dielectric layer on the copper surface, and polishing the copper surface having the dielectric layer thereon.The method for planarizing a copper surface by chemical mechanical polishing process according to the present invention can achieve the planarization of the surfaces of both the copper and the dielectric layer, so as to avoid the occurrence of the dishing phenomenon.",B44C-001/22,Process,polish process planar,0.035176733
422,cmp,"JP2007311779
JP5401766","
Cmp abrasive, and method of polishing substrate","
PROBLEM TO BE SOLVED: To provide a CMP abrasive and a polishing method for carrying out polishing a silicon oxide film without polishing scratches at a high speed and flatly in a CMP technique of flattening an interlayer insulation film, a BPSG film, and an insulation film for shallow trench separation.
SOLUTION: The CMP abrasive contains tetravalent metal hydroxide particles, a nitrogen-containing heterocyclic compound and agent.The amount of the nitrogen-containing heterocyclic compound is preferably 0.01-5 pts.mass with respect to CMP abrasive 100 pts.mass.The metal hydroxide is a rare earth metal hydroxide or zirconium hydroxide wherein a specific surface area is 100 m<SP>2</SP>/g or above and secondary grain diameter is 300 nm or below in median value.
COPYRIGHT: (C)2008,JPO&INPIT",H01L-021/304,Slurry,metal hydroxid particl,0.046829
423,cmp,JP2008227413,"
Cmp method","
PROBLEM TO BE SOLVED: To provide a technology that effectively prevents not only the deterioration associated with the flatness of an outer periphery of a wafer which is dominantly appeared specifically when the excessive polishing thereof is carried out but also the peeling of films caused in an interface with a Low-k film and cap film liable to be formed on an outer periphery of the wafer during the CMP process and in the interface or the like with the Low-k film and a barrier metal film.
SOLUTION: The CMP method for polishing a conductive film (wiring film) or an insulating film is carried out in such a manner that the polishing speed around the wafer is slower than that in the center thereof after the film thickness around the wafer is made thinner than that in the center thereof.
COPYRIGHT: (C)2008,JPO&INPIT",H01L-021/304,Process,peripheri,0.087501646
424,cmp,"CN102054682
CN102054682","
Method of super flat chemical-mechanical polishing and semiconductor assembly manufactured by using same","
The invention provides a method of super flat chemical-mechanical polishing (SF-CMP), which is mainly a method for substituting laser lift-off in semiconductor manufacturing.The SF-CMP comprises the following main steps: planting a plurality of polishing stopping points on the surface to be polished and then carrying out the polishing treatment.The invention is characterized in that the hardness of the material of the multiple polishing stopping points is higher than the hardness of the material of the surface.The method provided by the invention can obtain the super flat polishing surfacewithout needing to remove the polishing stopping points.",H01L-021/304,Apparatus,devic structur,0.012322924
425,cmp,"TW200822197
CN101244533
US2008197367
US2009218590
CN101244533
US7985971
TWI365492
US8415186","
Method of super flat chemical mechanical polishing technology and semiconductor elements produced thereof","
The present invention provides a method of super flat chemical mechanical polishing (SF-CMP) technology, which is a method characterized in replacing laser lift-off in a semiconductor fabricating process.SF-CMP has a main step of planting a plurality of polishing stop points before polishing the surface, which is characterized by hardness of the polishing stop points material being larger than hardness of the surface material.Therefore, the present method can achieve super flat polishing surface without removing polishing stop points.",H01L-021/30,Apparatus,plasma etch,0.014054958
426,cmp,"TW200834693
TWI441248","
Multi-step chemical mechanical polishing method","
The invention relates to a multi-step chemical mechanical polishing method, includes the following steps: first, by use of a chemical mechanical polishing slurry with a remove rate larger or equal to 200&angst;/min of poly-silicon, removing most of poly-silicon without exposing the poly-silicon surface; second, adding an oxidant into the polishing slurry and polishing the poly-silicon surface and the succeeding exposed poly-silicon and silicon dioxide interface.The method can avoid surface dishing defects, so as to increase the flatness of the wafer.Moreover, the method can increase the cleanness of the wafer and the polishing pad, so as to make the manufacture stable.",H01L-021/304,Apparatus,clean wafer polish,0.010020475
427,cmp,"US2008194076
KR20080075439
CN101246811
CN100590789
KR100948152
US7732299","
Process for wafer bonding","
The present disclosure provide a method of manufacturing a microelectronic device.The method includes forming a top metal layer on a first substrate, in which the top metal layer has a plurality of interconnect features and a first dummy feature; forming a first dielectric layer over the top metal layer; etching the first dielectric layer in a target region substantially vertically aligned to the plurality of interconnect features and the first dummy feature of the top metal layer; performing a chemical mechanical polishing (CMP) process over the first dielectric layer; and thereafter bonding the first substrate to a second substrate.",H01L-021/338,Process,pattern photoresist,0.016429133
428,cmp,"WO2007088868
TW200738855
KR20080091280
US2009047786
CN101375376
KR20110122774
JP4985409
TW201231580
CN101375376
KR101194881
KR101245502
TWI394823
US8524111","
Cmp abrasive for polishing insulating film, polishing method and semiconductor electronic component polished by such polishing method","
A high-speed CMP abrasive for polishing insulating films for efficiently and speedily polishing the insulating films such as a SiO<SUB>2</SUB> film and a SiOC film is provided for CMP technologies of planarizing interlayer insulating films, BPSG films, sharrow trench isolating insulating films and insulating film layers between wirings.A polishing method using such CMP abrasive and a semiconductor electronic component polished by such polishing method are also provided.The CMP abrasive for polishing insulating films contains cerium oxide particles, a dispersant, water-soluble polymer having an amino group in side chain, and water, the polishing method using such CMP abrasive and the semiconductor electronic component polished by such polishing method are provided.",C09K-013/00,Slurry,cmp abras insul,0.044285152
429,cmp,JP2008155341,"
Drainage pipe of chemical mechanical polishing device, and chemical mechanical polishing device","
PROBLEM TO BE SOLVED: To provide a chemical mechanical polishing device which prevents clogging of a drainage pipe for discharging used slurry and extrapure water at an intermediate site thereof, and ensures high operating efficiency without stopping the device, and to provide the drainage pipe of the chemical mechanical polishing device.
SOLUTION: In the structure of the drainage pipe 20 of the chemical mechanical polishing device 100, an upstream end 21a thereof is connected to a drainage opening edge 10a of a CMP device main body 10 for bringing a workpiece 16 into contact with a polishing pad 12 to carry out chemical mechanical polishing while supplying the slurry 17 containing abrasive grain and dispersion medium, onto the polishing pad 12; and a downstream end 23b thereof is connected to flow rate adjusting valves 25, 26.Thus, sludge 18 containing the slurry 17 used in the CMP device main body 10, and machined particles of the workpiece 16 and chippings of the polishing pad 12 mixed in the slurry, is fed to a downstream side.Herein the drainage pipe 20 is formed of a resin pipe which is subjected to static electricity stagnation prevention treatment.
COPYRIGHT: (C)2008,JPO&amp;INPIT",B24B-057/02,Apparatus,grind devic,0.04226849
430,cmp,"US2007147551
WO2007074734
TW200732389
KR20080078854
CN101346805
TWI332017
CN101346805
KR101078490","
Abrasive grain-free polishing liquid and cmp polishing method","
Disclosed is a CMP polishing liquid which is mixed with an oxidizing agent when used for polishing.This CMP polishing liquid contains a copper antirust agent, a water-soluble polymer, a pH-adjusting agent and water, and does not substantially contain abrasive grains.By using such a CMP polishing liquid, dishing in chemical polishing of copper can be effectively suppressed, thereby forming a wiring with high reliability.It is preferable that the contents of the antirust agent, water-soluble polymer and oxidizing agent are respectively 0.1-5% by weight, 0.05-5% by weight and 0.01-5M per 1 liter of the CMP polishing liquid, and the pH-adjusting agent is contained in such an amount necessary for adjusting the pH of the CMP liquid to 1.5-2.5.",C09K-003/14,Slurry,cmp grind liquid,0.052057075
431,cmp,"JP2008137137
JP4946402","
Cmp conditioner and its manufacturing method","
PROBLEM TO BE SOLVED: To provide a practically sufficiently high pad polishing rate while not only restraining elution of metal into slurry, but also preventing detachment of abrasive particles.
SOLUTION: In this CMP conditioner, abrasive particles 3 are dispersed and affixed on a conditioning surface 2 of a conditioner body 1 oppositely contacting a polishing pad of a CMP device.A conditioner body 1 comprises a plate 6 having a plate flat surface 6a directed to the conditioning surface 2 and a resin binding phase 4 adhering the abrasive particles 3 on the plate flat surface 6a.The abrasive particles 3 are adhered while ends 3b on a side opposite to a side directed to the conditioning surface 2 are brought into contact wit the plate flat surface 6a.
COPYRIGHT: (C)2008,JPO&INPIT",B24B-053/12,Dresser,abovement condit surfac,0.028730857
432,cmp,"WO2007069488
TW200732461
EP1962334
KR20080078897
CN101331593
US2009165395
CN100565813
EP1962334
US8157877
TWI392726
JP5182483
KR101276026","
Aqueous dispersion for chemical mechanical polishing, chemical mechanical polishing method, and kit for preparing aqueous dispersion for chemical mechanical polishing","
A chemical mechanical polishing aqueous dispersion includes (A) abrasive grains having a pore volume of 0.14 ml/g or more, and (B) a dispersion medium.",B24B-037/00,Slurry,auxiliari particl,0.051025356
433,cmp,"TW200823011
KR20080048947
EP1927434
US2008132153
JP2008132573","
CMP conditioner","
To provide a CMP conditioner that prevents dissolution of metals in slurry, without the chipping of the abrasive grains and/or decreasing the cutting performance. [Issues to be solved by the invention] The CMP apparatus has a polishing pad that faces and contacts conditioning surface 2 of the conditioner body 1.On this conditioning surface 2, abrasive grains 3 are distributed and fixed to form abrasive grain layer 5, thus forming the CMP conditioner.The conditioner body 1 is made of ceramics, the abrasive grains 3 in the abrasive grain layer 5 are held by binding phase 4 made of low temperature co-fired ceramics.",B24B-053/12,Dresser,condition bodi,0.074544169
434,cmp,"US2007131564
US7815778","
Electro-chemical mechanical planarization pad with uniform polish performance","
A polishing pad includes at least one conductive polishing element supported by a compressible under layer having conductive patterning therein, the conductive patterning adapted to permit coupling of a potential to the conductive polishing element; a guide plate above the compressible under layer, the guide plate having a hole through which the polishing element passes and further having a cathodic element connected thereto; and a slurry distribution layer adhered to the guide plate opposite the compressible under layer.The polishing pad may further include a proton exchange membrane placed over the cathodic element.A semiconductor wafer having a metal film thereon may be polished using the polishing pad by placing the wafer in contact with the polishing element, applying anodic current to the polishing element and cathodic current to the cathodic element, and polishing with an anodic solution.For copper films, a sulfuric acid-copper sulfate solution may be used.",B23H-005/06,Pad,compress layer,0.054784973
435,cmp,"WO2008058458
CN101188197
CN101523562
CN101523562","
Multiplestep cmp method","
A multiplestep CMP method is provided The method comprises the following CMP steps The first CMP step comprises chemical-mechanical polishing process which most of polysilicon are removed at a rate of 200 A/min or larger by using a CMP solution, without exposing the surface of polysilicon After an oxidant is added into the CMP solution, the second CMP step is performed by using the CMP solution which polishes the surface of polysilicon and silicon oxide The method can avoid surface dishing, improve wafer flatness, and make the process more stable",H01L-021/302,Slurry,cmp solut,0.028604842
436,cmp,"US2008113589
WO2008063462
TW200836253
KR20090109085
US7837888
KR101043451
TWI353016","
Composition and method for damascene cmp","
The invention provides a method of chemically-mechanically polishing a substrate having at least one feature defined thereon, wherein the feature has at least one dimension with a size W, with a chemical-mechanical polishing composition.The polishing composition comprises particles of an abrasive wherein the particles have a mean particle diameter D<SUB>M</SUB> wherein the mean particle diameter of the particles satisfies the equation: D<SUB>M</SUB> > W.The invention further provides a method of preparing the chemical-mechanical polishing composition.",H01L-021/304,Slurry,method particl,0.069712543
437,cmp,JP2008114334,"
Cmp conditioner and manufacturing method therefor","
PROBLEM TO BE SOLVED: To provide a CMP conditioner capable of preventing a metallic element from eluding into slurry.
SOLUTION: A number of tapered holes 14 are formed in a sheet 12 made of ceramic, corrosion-resistant resin, rolled material, or the like to accommodate diamond grains 16.The sheet 12 and the diamond grains 16 are stuck by adhesive 26 to be fixed in a state in which a part of each diamond grain 16 is protruded from an opening of the tapered hole 14.The diamond grains 16 are mechanically positioned in a number of the tapered holes 14 of the sheet 12, and, it is possible to prevent falling-off, and to use adhesive which does not include metal.Therefore, it is also possible to prevent scratches from occurring on a polished surface of a semiconductor wafer or the like polished by the CMP device.Moreover, it is possible to perform conditioning of a polishing pad for forming a high quality device in a stable state for a long period.
COPYRIGHT: (C)2008,JPO&INPIT",B24B-053/12,Dresser,diamond grain,0.073312959
438,cmp,"US2008105652
WO2008057593
TW200833826
KR20090086421
EP2087061
CN101535442
IL198373
JP2010509755
EP2087061
SG176441
TWI358451
EP2087061
KR101250568
CN101535442
JP5264750
MY149382
IL198373","
Cmp of copper/ruthenium/tantalum substrates","
The invention provides a chemical-mechanical polishing composition for polishing a substrate.The polishing composition comprises an abrasive, an oxidizing agent, an amphiphilic nonionic surfactant, calcium ion or magnesium ion, a corrosion inhibitor for copper, and water, wherein the pH of the polishing composition is about 6 to about 12.The invention further provides a method of chemically-mechanically polishing a substrate with the aforementioned polishing composition.
 (From US2008105652 A1)",C09K,Process,wt wt,0.036484438
439,cmp,"WO2007056002
TW200736354
KR20080070053
EP1994106
CN101351518
CN101351518","
Free radical-forming activator attached to solid and used to enhance cmp formulations","
A CMP composition having: a fluid comprising water and at least one oxidizing compound that produces free radicals when contacted with an activator; and a plurality of particles having a surface and comprising at least one activator selected from ions or compounds of Cu, Fe, Mn, Ti, or mixtures thereof disposed on said surface, wherein at least a portion of said surface comprises a stabilizer.Preferred stabilizers are selected from inorganic oxygen-containing compounds of B, W, Al, and P, for example borate, tungstate, aluminate, and phosphate.The activators are preferably ions of Cu or Fe.Surprisingly, as little as 0.2 ppm and 12 ppm of activator is useful, if the activator-containing particles are suspended in the fluid as a slurry.Advantageously, certain organic acids, and especially dihydroxy enolic acids, are included in an amount less than about 4000 ppm.Advantageously, activator is coated onto abrasive particles after the particles have been coated with stabilizer.
 (From CN101351518 B)",C09G-001/02,Slurry,particl surfac,0.030257836
440,cmp,"WO2007043517
US2007117394
TW200724656
KR20080056293
EP1936673
CN101283441
EP1936673
KR101011318
TWI342333
CN101283441
JP4798134
US2014065825","
Polishing solution for cmp and method of polishing","
The invention provides polishing slurry for CMP for suppressing corrosion of wiring lines of a conductive substance, or for suppressing bimetallic corrosion of a barrier conductor and conductive substance, by suppressing electrons from being transferred at near the boundaries between a barrier conductor and a conductive substance such as copper.The invention provides polishing slurry for CMP for polishing at least a conductor layer and a conductive substance layer in contact with the conductor layer, wherein the absolute value of the potential difference between the conductive substance and the conductor at 50 ¡Ó 5¢XC is 0.25 V or less in the polishing slurry when a positive electrode and a negative electrode of a potentiometer are connected to the conductive substance and the conductor, respectively.The polishing slurry for CMP preferably comprises at least one compound selected from heterocyclic compounds containing any one of hydroxyl group, carbonyl group, carboxyl group, amino group, amide group and sulfinyl group, and containing at least one of nitrogen and sulfur atoms.",H01L-021/768,Apparatus,concav portion suppli,0.003020752
441,cmp,JP2008091574,"
Polishing solution and chemical mechanical polishing method employing the polishing solution","
PROBLEM TO BE SOLVED: To provide polishing solution, for polishing the copper wiring of a semiconductor device having polishing performance of small dishing at a high polishing speed, and chemical mechanical polishing method employing the polishing solution.
SOLUTION: The polishing solution for polishing the copper wiring of a semiconductor device contains tetrazole, heterocyclic compound having carboxy group as a substituent, oxidant and organic acid.
COPYRIGHT: (C)2008,JPO&INPIT",H01L-021/304,Slurry,liquid grind copper,0.064726609
442,cmp,JP2008085058,"
Additive for cmp abrasive, cmp abrasive, and substrate polishing method, and electronic component","
PROBLEM TO BE SOLVED: To provide an additive for CMP abrasive for polishing the whole surface of a substrate flatly and evenly in a CMP technology for flattening a stepped substrate to be polished such as an interlayer insulation film and an insulation film for shallow trench isolation, and to provide a CMP abrasive which is a combination of the additive and a cerium oxide slurry, a polishing method, and an electronic device formed by polishing.
SOLUTION: The additive for CMP abrasive is an aqueous solution having a pH of 4-9 and contains an organic compound having an acetylenic linkage (carbon-carbon triple linkage), a water-soluble vinyl polymer, and water.The additive for CMP abrasive and the cerium oxide slurry for semiconductors are combined to form the CMP abrasive.
COPYRIGHT: (C)2008,JPO&INPIT",H01L-021/304,Slurry,cmp abras statement,0.042304499
443,cmp,"WO2008038583
JP2008073825
TW200902234
KR20090074741
US2009239454
CN101547770
TWI335854
JP4854445","
Cmp conditioner and process for producing the same","
[PROBLEMS] To provide a CMP conditioner having excellent corrosion resistance around abrasive grains. [MEANS FOR SOLVING PROBLEMS] A grindstone base having, formed on one side, an abrasive grain layer comprising a metallic bonding phase and abrasive grains fixed thereto is treated to form a first protective layer comprising an oxide on the surface of the metallic bonding phase of the abrasive grain layer by the sol-gel method.Subsequently, an aerosol obtained by dispersing fine particles of a brittle material in a gas is jetted and caused to strike on the surface of the first protective layer to form a second protective layer comprising a thick oxide film.",B24B-053/12,Process,bond phase,0.078895702
444,cmp,US2008076688,"
Copper passivating post-chemical mechanical polishing cleaning composition and method of use","
Alkaline aqueous cleaning compositions and processes for cleaning post-chemical mechanical polishing (CMP) residue, post-etch residue and/or contaminants from a microelectronic device having said residue and contaminants thereon.The alkaline aqueous cleaning compositions include amine, passivating agent, and water.The composition achieves highly efficacious cleaning of the residue and contaminant material from the microelectronic device while simultaneously passivating the metal interconnect material.",B08B-007/00,Slurry,alkalin aqueous,0.068088804
